-43.8104786305	28.1725050248	-5
-43.8097663468	28.1737379129	-4.84615384615
-43.8090540467	28.1749707973	-4.69230769231
-43.8083417301	28.176203678	-4.53846153846
-43.8076293972	28.1774365551	-4.38461538462
-43.8069170478	28.1786694284	-4.23076923077
-43.806204682	28.1799022981	-4.07692307692
-43.8054922998	28.1811351641	-3.92307692308
-43.8047799011	28.1823680264	-3.76923076923
-43.8040674861	28.183600885	-3.61538461538
-43.8033550545	28.1848337399	-3.46153846154
-43.8026426066	28.1860665911	-3.30769230769
-43.8019301422	28.1872994387	-3.15384615385
-43.8012176615	28.1885322825	-3
-43.8005051642	28.1897651227	-2.84615384615
-43.7997926506	28.1909979592	-2.69230769231
-43.7990801205	28.1922307919	-2.53846153846
-43.7983675739	28.193463621	-2.38461538462
-43.797655011	28.1946964464	-2.23076923077
-43.7969424315	28.1959292682	-2.07692307692
-43.7962298357	28.1971620862	-1.92307692308
-43.7955172234	28.1983949005	-1.76923076923
-43.7948045947	28.1996277112	-1.61538461538
-43.7940919495	28.2008605181	-1.46153846154
-43.7933792879	28.2020933214	-1.30769230769
-43.7926666098	28.2033261209	-1.15384615385
-43.7919539153	28.2045589168	-1
-43.7912412043	28.205791709	-0.846153846154
-43.7905284769	28.2070244975	-0.692307692308
-43.7898157331	28.2082572823	-0.538461538462
-43.7891029728	28.2094900634	-0.384615384615
-43.788390196	28.2107228408	-0.230769230769
-43.7876774028	28.2119556145	-0.0769230769231
-43.7869645931	28.2131883845	0.0769230769231
-43.786251767	28.2144211509	0.230769230769
-43.7855389244	28.2156539135	0.384615384615
-43.7848260653	28.2168866725	0.538461538462
-43.7841131898	28.2181194277	0.692307692308
-43.7834002979	28.2193521792	0.846153846154
-43.7826873894	28.2205849271	1
-43.7819744646	28.2218176713	1.15384615385
-43.7812615232	28.2230504117	1.30769230769
-43.7805485654	28.2242831485	1.46153846154
-43.7798355911	28.2255158815	1.61538461538
-43.7791226003	28.2267486109	1.76923076923
-43.7784095931	28.2279813366	1.92307692308
-43.7776965694	28.2292140586	2.07692307692
-43.7769835292	28.2304467768	2.23076923077
-43.7762704726	28.2316794914	2.38461538462
-43.7755573995	28.2329122023	2.53846153846
-43.7748443099	28.2341449095	2.69230769231
-43.7741312038	28.235377613	2.84615384615
-43.7734180813	28.2366103127	3
-43.7727049423	28.2378430088	3.15384615385
-43.7719917868	28.2390757012	3.30769230769
-43.7712786148	28.2403083899	3.46153846154
-43.7705654263	28.2415410749	3.61538461538
-43.7698522214	28.2427737562	3.76923076923
-43.7691389999	28.2440064337	3.92307692308
-43.768425762	28.2452391076	4.07692307692
-43.7677125076	28.2464717778	4.23076923077
-43.7669992367	28.2477044443	4.38461538462
-43.7662859493	28.248937107	4.53846153846
-43.7655726455	28.2501697661	4.69230769231
-43.7648593251	28.2514024215	4.84615384615
-43.7641459882	28.2526350732	5
