-43.7945132954	28.266259587	-3.3378488
-43.7931484486	28.2656474573	-3.1878488
-43.7917836175	28.2650353141	-3.0378488
-43.7904188021	28.2644231573	-2.8878488
-43.7890540024	28.263810987	-2.7378488
-43.7876892183	28.2631988031	-2.5878488
-43.7863244499	28.2625866057	-2.4378488
-43.7849596972	28.2619743947	-2.2878488
-43.7835949602	28.2613621701	-2.1378488
-43.7822302389	28.260749932	-1.9878488
-43.7808655332	28.2601376803	-1.8378488
-43.7795008432	28.2595254151	-1.6878488
-43.7781361689	28.2589131363	-1.5378488
-43.7767715103	28.258300844	-1.3878488
-43.7754068673	28.2576885381	-1.2378488
-43.7740422401	28.2570762186	-1.0878488
-43.7726776285	28.2564638856	-0.9378488
-43.7713130325	28.255851539	-0.7878488
-43.7699484523	28.2552391789	-0.6378488
-43.7685838877	28.2546268053	-0.4878488
-43.7672193388	28.2540144181	-0.3378488
-43.7658548056	28.2534020173	-0.1878488
-43.7644902881	28.252789603	-0.0378488
-43.7631257862	28.2521771751	0.1121512
-43.7617613	28.2515647337	0.2621512
-43.7603968295	28.2509522787	0.4121512
-43.7590323746	28.2503398102	0.5621512
-43.7576679355	28.2497273282	0.7121512
-43.756303512	28.2491148326	0.8621512
-43.7549391042	28.2485023234	1.0121512
-43.753574712	28.2478898007	1.1621512
-43.7522103355	28.2472772645	1.3121512
-43.7508459747	28.2466647147	1.4621512
-43.7494816296	28.2460521514	1.6121512
-43.7481173002	28.2454395745	1.7621512
-43.7467529864	28.2448269841	1.9121512
-43.7453886883	28.2442143801	2.0621512
-43.7440244058	28.2436017626	2.2121512
-43.7426601391	28.2429891315	2.3621512
-43.741295888	28.2423764869	2.5121512
-43.7399316526	28.2417638288	2.6621512
-43.7385674328	28.2411511571	2.8121512
-43.7372032287	28.2405384719	2.9621512
-43.7358390403	28.2399257732	3.1121512
-43.7344748676	28.2393130609	3.2621512
-43.7337864429	28.2390038501	3.3378488
